area_type,availability,location,size,bath,balcony,total_m2,price_mDT
Built-up  Area,Ready To Move,RICHARDS TOWN,2 BHK,2,1,102.19,970.0062789
Super built-up  Area,Ready To Move,sidi boubakr,2 BHK,2,2,107.9498,1064.528002
Built-up  Area,Ready To Move,ghbeli nord,1 Bedroom,1,0,50.166,377.224664
Super built-up  Area,Ready To Move,mareth,3 BHK,2,2,143.995,792.1717944
Plot  Area,Ready To Move,metwya,3 Bedroom,3,,120.77,1562.787894
Plot  Area,Ready To Move,ULLAL ROAD,5 Bedroom,5,1,111.48,1401.120181
Super built-up  Area,Ready To Move,CHIKBASAVANAPURA,2 BHK,2,2,113.338,646.6708526
Super built-up  Area,Ready To Move,bouaarkoub,2 BHK,2,1,89.5556,668.2265477
Built-up  Area,21-Dec,"ELECTRONIC CITY PHASE 1, ",3 BHK,3,2,139.35,538.8923772
Super built-up  Area,Ready To Move,tela,3 BHK,2,1,125.1363,474.2252919
Super built-up  Area,Ready To Move,"JP NAGAR 8TH PHASE, ",4 BHK,5,,464.5,2694.461886
Built-up  Area,Ready To Move,aamra,4 Bedroom,4,2,278.7,1508.898656
Super built-up  Area,18-Jun,skhira,2 BHK,2,1,104.048,458.0585206
Super built-up  Area,Ready To Move,LAKE CITY,1 BHK,1,1,55.74,245.734924
Super built-up  Area,18-Dec,hesi farid,3 BHK,4,1,215.6209,1692.122064
Super built-up  Area,Ready To Move,BHAGYALAKSHMI AVENUE,1 BHK,1,2,50.166,258.668341
Built-up  Area,Ready To Move,jarzouna,2 BHK,2,1,106.835,614.33731
Built-up  Area,Ready To Move,jersis,3 BHK,3,1,137.8636,808.3385657
Super built-up  Area,Ready To Move,gubeli sud,3 BHK,2,,156.072,732.8936329
Super built-up  Area,Ready To Move,BYAGADADHENAHALLI,2 BHK,2,1,57.598,247.8904935
Super built-up  Area,Ready To Move,DODDA BANASWADI,3 BHK,3,2,153.285,840.6721084
Super built-up  Area,18-Apr,CHUCHANGATTA COLONY,3 BHK,3,2,116.125,474.2252919
Super built-up  Area,18-Aug,HANUMAN NAGAR,3 BHK,3,2,192.4888,1164.007535
Super built-up  Area,Ready To Move,tela,2 BHK,2,2,102.6545,431.1139017
Super built-up  Area,Ready To Move,mnihla,2 BHK,2,2,111.48,652.0597764
Built-up  Area,Ready To Move,hejeb laayoun,7 Bedroom,7,3,287.99,1562.787894
Plot  Area,Ready To Move,hesi farid,4 Bedroom,4,3,372.2503,5712.259198
Super built-up  Area,Ready To Move,l mida,2 BHK,2,1,51.095,172.4455607
Super built-up  Area,Ready To Move,nfidha,3 BHK,2,2,124.486,577.6926283
Super built-up  Area,Ready To Move,fawar,3 BHK,3,3,223.7961,4257.249779
Super built-up  Area,Ready To Move,benzert nord,2 BHK,2,2,110.9226,495.780987
Super built-up  Area,Ready To Move,zouhour gasserine,2 BHK,2,1,115.7534,700.5600903
Built-up  Area,Ready To Move,sidi ali ben oun,2 BHK,2,3,98.0095,808.3385657
Super built-up  Area,18-Dec,tborba,3 BHK,3,1,143.1589,750.2459675
Built-up  Area,Ready To Move,tinja,2 BHK,2,2,127.273,948.4505838
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,113.7096,808.3385657
Plot  Area,Ready To Move,bouselem,4 Bedroom,2,1,60.385,625.1151575
Built-up  Area,Ready To Move,beja sud,2 BHK,2,1,82.0307,420.3360542
Super built-up  Area,Ready To Move,douar hicher,3 BHK,3,,155.7004,992.9630941
Built-up  Area,Ready To Move,SHREE ANANTH NAGAR LAYOUT,2 BHK,2,1,107.2066,614.33731
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,149.569,846.0610321
Super built-up  Area,Ready To Move,DEVASTHANAGALU,2 BHK,2,1,98.1953,452.6695968
Super built-up  Area,18-Jul,manzel hbib,2 BHK,2,1,107.4853,700.5600903
Plot  Area,18-May,DODDAGUBBI,4 Bedroom,4,1,111.48,916.1170412
Plot  Area,Ready To Move,DASAPPA LAYOUT,7 Bedroom,7,3,139.35,1401.120181
Super built-up  Area,Ready To Move,GULIMANGALA,2 BHK,2,3,91.042,377.224664
Super built-up  Area,Ready To Move,tela,2 BHK,2,1,105.906,431.1139017
Super built-up  Area,Ready To Move,manzel hbib,2 BHK,2,1,112.0374,438.658395
Built-up  Area,Ready To Move,hammamet,1 BHK,1,1,53.4175,180.5289463
Super built-up  Area,Ready To Move,sbikha,3 BHK,3,1,148.64,1832.234082
Plot  Area,Ready To Move,1ST STAGE INDIRA NAGAR,4 Bedroom,4,1,222.96,5388.923772
Super built-up  Area,Ready To Move,manzel jamil,3 BHK,2,2,120.77,560.4480722
Super built-up  Area,18-Dec,TUNGANAGARA,3 BHK,2,1,117.983,383.2602586
Super built-up  Area,18-Apr,l mida,2 BHK,2,1,104.7912,684.393319
Super built-up  Area,Ready To Move,dar chaaben fehri,1 BHK,1,1,59.456,485.0031394
Super built-up  Area,Ready To Move,4TH T BLOCK JAYANAGAR,3 BHK,3,2,222.96,1993.901795
Plot  Area,Ready To Move,mednin sud,3 Bedroom,2,0,111.48,711.3379378
Super built-up  Area,Ready To Move,tibar,2 BHK,2,2,101.261,411.1748838
Super built-up  Area,Ready To Move,l mida,1 BHK,1,1,54.7181,312.5575787
Super built-up  Area,18-Apr,l mida,2 BHK,2,1,104.5125,303.1808514
Super built-up  Area,Ready To Move,farnena,2 BHK,2,2,105.906,546.0057565
Plot  Area,Ready To Move,tela,4 Bedroom,4,2,292.635,5388.923772
Super built-up  Area,Ready To Move,hafouz,2 BHK,2,3,122.1635,797.5607182
Plot  Area,Ready To Move,BILLAMARANAHALLI,2 Bedroom,2,2,,1616.677131
Super built-up  Area,Ready To Move,sfax lemdina,3 BHK,2,2,133.3115,1239.452467
Super built-up  Area,Ready To Move,benzert nord,2 BHK,2,2,101.4468,474.2252919
Super built-up  Area,18-May,zriba,2 BHK,2,3,122.0706,862.2278034
Super built-up  Area,Ready To Move,sbikha,2 BHK,2,1,117.054,1077.784754
Plot  Area,Ready To Move,SRIRAMPURA,7 Bedroom,5,1,174.1875,2069.346728
Super built-up  Area,Ready To Move,rgueb,2 BHK,2,1,100.332,528.1145296
Built-up  Area,Ready To Move,awled hafouz,8 Bedroom,8,3,371.6,1724.455607
Super built-up  Area,18-Feb,tataouin nord,3 BHK,2,1,100.5178,485.0031394
Super built-up  Area,Ready To Move,aarousa,3 BHK,3,2,106.835,700.5600903
Super built-up  Area,18-Dec,mater,2 BHK,2,1,97.7308,374.2068667
Super built-up  Area,Ready To Move,fousena,2 BHK,2,1,97.0805,485.0031394
Built-up  Area,Ready To Move,tabarka,3 BHK,3,2,133.9618,862.2278034
Super built-up  Area,Ready To Move,fahs,3 BHK,2,2,139.35,808.3385657
Super built-up  Area,Ready To Move,nabr,2 BHK,1,1,46.1713,215.5569509
Super built-up  Area,Ready To Move,ghar lmelh,2 BHK,2,1,116.5895,577.3692929
Super built-up  Area,22-Jan,VAJARAHALLI,3 BHK,3,2,133.0328,851.4499559
Built-up  Area,Ready To Move,hafouz,3 Bedroom,3,2,195.09,1616.677131
Built-up  Area,Ready To Move,mater,2 BHK,2,2,134.705,862.2278034
Super built-up  Area,18-May,tela,2 BHK,2,1,125.0434,750.2459675
Super built-up  Area,Ready To Move,hejeb laayoun,2 BHK,2,2,111.48,312.5575787
Super built-up  Area,Ready To Move,hammamet,3 BHK,2,1,85.9325,536.9523646
Super built-up  Area,Ready To Move,borj cedria,2 BHK,2,2,107.764,528.1145296
Super built-up  Area,18-Apr,aala,3 BHK,3,3,164.2472,876.3467837
Super built-up  Area,Ready To Move,kerouon sud,2 BHK,2,2,101.6326,582.0037673
Super built-up  Area,Ready To Move,SEETHARAMPALYA,3 BHK,3,3,139.35,970.0062789
Built-up  Area,Ready To Move,tbolba,3 BHK,3,2,162.1105,1401.120181
Built-up  Area,Ready To Move,rouad,7 Bedroom,7,,267.0875,916.1170412
Super built-up  Area,Ready To Move,BYADARAHALLI,4 BHK,3,3,325.15,4580.585206
Super built-up  Area,Ready To Move,jersis,3 BHK,3,1,143.995,538.8923772
Super built-up  Area,Ready To Move,douz,4 BHK,5,1,217.386,1724.455607
Super built-up  Area,19-Mar,hesi farid,3 BHK,3,2,153.7495,1217.896772
Super built-up  Area,19-Jan,sakyet zit,3 BHK,3,2,188.0296,1110.118297
Built-up  Area,Ready To Move,SIDDAPURA,4 Bedroom,5,0,287.99,4580.585206
Super built-up  Area,Ready To Move,rouhya,3 BHK,4,3,146.3175,1077.784754
Super built-up  Area,18-Dec,sidi olwen,3 BHK,3,2,178.368,1401.120181
Built-up  Area,Ready To Move,tela,4 Bedroom,4,2,575.98,8018.718572
Super built-up  Area,Ready To Move,beja sud,3 BHK,2,1,100.5178,592.7816149
Super built-up  Area,Ready To Move,kalaa kobra,3 BHK,2,3,117.5185,592.7816149
Super built-up  Area,Ready To Move,KENGERI SATELLITE TOWN KHB APARTMENT,3 BHK,2,2,102.19,485.0031394
Plot  Area,Ready To Move,kalet snan,2 Bedroom,2,1,107.764,700.5600903
Super built-up  Area,Ready To Move,zouhour gasserine,2 BHK,2,1,115.7534,726.4269244
Super built-up  Area,19-Mar,tborba,1 BHK,1,1,57.1335,464.3096722
Super built-up  Area,Ready To Move,wardya,2 BHK,2,1,104.7912,646.6708526
Super built-up  Area,Ready To Move,TIRUMANAHALLI,2 BHK,2,1,117.054,592.7816149
Super built-up  Area,Ready To Move,sfax lemdina,3 BHK,3,3,170.007,968.8207156
Super built-up  Area,Ready To Move,fariena,3 BHK,2,2,141.6725,732.8936329
Super built-up  Area,18-Jan,fousena,1 BHK,2,1,55.9258,323.3354263
Built-up  Area,Ready To Move,hejeb laayoun,7 Bedroom,4,2,278.7,4311.139017
Super built-up  Area,Ready To Move,ghazela,3 BHK,3,3,170.4715,959.2284313
Built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,116.125,674.6932562
Plot  Area,Ready To Move,SUBHASH NAGAR,4 Bedroom,4,1,111.48,1185.56323
Super built-up  Area,Ready To Move,tataouin sud,3 BHK,3,3,172.3295,1034.673364
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,134.705,656.4786938
Super built-up  Area,Ready To Move,tela,3 BHK,3,2,194.0681,1595.121436
Super built-up  Area,Ready To Move,benzert nord,3 BHK,3,2,136.0056,603.5594624
Plot  Area,Ready To Move,sidi hani,4 Bedroom,3,2,445.92,2155.569509
Built-up  Area,Ready To Move,sfax ouest,2 BHK,2,2,111.48,482.0931206
Super built-up  Area,Ready To Move,fariena,2 BHK,2,1,101.7255,485.0031394
Plot  Area,Ready To Move,sijoumi,3 Bedroom,3,2,269.41,3201.02072
Super built-up  Area,Ready To Move,kalaa kobra,3 BHK,3,2,232.25,3718.357402
Built-up  Area,Ready To Move,kerouon sud,3 BHK,3,2,108.693,862.2278034
Super built-up  Area,Ready To Move,hay l khadhra,2 BHK,2,1,118.912,948.4505838
Super built-up  Area,18-Jul,fawar,2 BHK,2,0,113.7096,1131.673992
Built-up  Area,Ready To Move,bradeaa,3 BHK,3,1,157.3726,1347.230943
Super built-up  Area,Ready To Move,l mida,2 BHK,2,1,76.6425,323.3354263
Super built-up  Area,Ready To Move,tela,3 BHK,3,1,149.7548,1060.324641
Super built-up  Area,18-Aug,rades,2 BHK,2,1,91.5065,270.7395303
Super built-up  Area,Ready To Move,tataouin sud,2 BHK,2,2,109.1575,808.3385657
Plot  Area,Ready To Move,SUNKADAKATTE,1 Bedroom,1,0,55.74,258.668341
Built-up  Area,Ready To Move,hesi farid,3 BHK,3,3,161.646,916.1170412
Super built-up  Area,Ready To Move,CARMELARAM,3 BHK,3,2,164.433,1067.006907
Plot  Area,Ready To Move,ras jbal,8 Bedroom,7,3,92.9,2802.240361
Super built-up  Area,18-Aug,manzel jamil,2 BHK,2,1,101.261,495.780987
Plot  Area,Ready To Move,VASANTH NAGAR,6 Bedroom,3,0,213.2055,7005.600903
Built-up  Area,Ready To Move,hesi farid,5 Bedroom,5,1,384.9776,3567.467537
Super built-up  Area,Ready To Move,JOGUPALYA,3 BHK,3,1,167.22,1401.120181
Super built-up  Area,Ready To Move,bou arada,3 BHK,3,3,113.4309,700.5600903
Super built-up  Area,18-Jun,lemdina,2 BHK,2,1,97.1734,517.3366821
Super built-up  Area,Ready To Move,siida,3 BHK,2,3,119.841,604.8528041
Built-up  Area,18-Dec,hammamet,2 BHK,2,1,98.9385,331.5265904
Super built-up  Area,Ready To Move,sijoumi,3 BHK,4,2,171.865,1304.119553
Super built-up  Area,Ready To Move,sakyet zit,2 BHK,2,1,101.9113,528.1145296
Super built-up  Area,Ready To Move,zaghwen,2 BHK,3,2,111.48,754.449328
Super built-up  Area,Ready To Move,bir hafye,3 BHK,3,2,200.664,1832.234082
Super built-up  Area,18-May,sidi bachir,2 BHK,2,2,105.906,560.4480722
Super built-up  Area,Ready To Move,awled chemekh,2 BHK,2,2,120.4913,1056.229059
Super built-up  Area,Ready To Move,mzouna,2 BHK,2,0,106.835,538.8923772
Super built-up  Area,Ready To Move,KUVEMPU NAGAR,2 BHK,2,1,127.7375,485.0031394
Super built-up  Area,Ready To Move,sousse riadh,2 BHK,2,2,115.6605,625.1151575
Super built-up  Area,18-Mar,VASANTH NAGAR,4 BHK,6,1,441.275,10217.39947
Built-up  Area,Ready To Move,rgueb,4 Bedroom,3,0,167.22,1940.012558
Super built-up  Area,Ready To Move,mnihla,3 BHK,3,2,148.0826,1508.898656
Plot  Area,Ready To Move,mednin sud,3 Bedroom,2,0,111.48,711.3379378
Super built-up  Area,18-Aug,rades,1 BHK,1,1,59.9205,177.2955921
Super built-up  Area,20-Dec,aamdoun,2 BHK,2,2,65.03,388.0025115
Built-up  Area,Ready To Move,fawar,5 Bedroom,4,0,232.25,7005.600903
Built-up  Area,Ready To Move,manzel hbib,2 BHK,2,0,92.9,538.8923772
Plot  Area,Ready To Move,hesi farid,6 Bedroom,5,1,371.6,5820.037673
Super built-up  Area,Ready To Move,sfax ouest,2 BHK,2,2,107.764,452.6695968
Plot  Area,Ready To Move,UDAY NAGAR,6 Bedroom,6,0,111.48,916.1170412
Plot  Area,Ready To Move,hichrya,5 Bedroom,3,0,55.74,1508.898656
Super built-up  Area,Ready To Move,GOPALKRISHNA NAGAR,3 BHK,2,2,145.853,1023.895517
Super built-up  Area,Ready To Move,tela,2 BHK,2,2,119.841,948.4505838
Super built-up  Area,Ready To Move,bou hajla,2 BHK,2,1,111.48,478.5364309
Super built-up  Area,20-Apr,LANGFORD GARDENS,3 BHK,5,2,258.010241,6994.823055
Super built-up  Area,Ready To Move,SHANTI NAGAR,3 BHK,3,0,209.025,1940.012558
Built-up  Area,Ready To Move,DEFENCE COLONY,2 BHK,2,,117.983,1853.789777
Super built-up  Area,Ready To Move,AKSHAYANAGARA EAST,2 BHK,2,2,106.3705,474.2252919
Super built-up  Area,Ready To Move,mourouj,3 BHK,2,2,122.628,495.780987
Built-up  Area,18-Aug,hammamet,2 BHK,2,1,98.9385,331.4188119
Built-up  Area,18-Mar,hesi farid,3 BHK,3,2,153.285,517.3366821
Super built-up  Area,18-Apr,tela,2 BHK,2,1,127.3659,926.8948887
Built-up  Area,Ready To Move,DODDANAKUNTE,5 Bedroom,5,2,250.83,1616.677131
Super built-up  Area,Ready To Move,l mida,3 BHK,3,1,146.3175,1018.506593
Super built-up  Area,18-Jan,fousena,2 BHK,2,2,126.5298,711.3379378
Built-up  Area,18-Mar,BETTAHALSOOR,5 Bedroom,,,298.209,3804.580183
Super built-up  Area,Ready To Move,benzert nord,3 BHK,3,1,116.5895,970.0062789
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,1,85.9325,377.224664
Super built-up  Area,19-Dec,dar chaaben fehri,2 BHK,2,1,101.0752,328.2932362
Super built-up  Area,Ready To Move,fousena,2 BHK,2,2,114.6386,862.2278034
Super built-up  Area,Ready To Move,tela,3 BHK,3,2,198.806,1498.120808
Super built-up  Area,Ready To Move,swasi,3 BHK,3,2,147.1536,1088.562602
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,109.1575,538.8923772
Super built-up  Area,Ready To Move,metlawi,3 BHK,3,3,144.4595,560.4480722
Super built-up  Area,18-Jul,rades,1 BHK,1,1,59.9205,177.2955921
Super built-up  Area,Ready To Move,kelibia,3 BHK,2,2,147.2465,851.4499559
Super built-up  Area,Ready To Move,zaghwen,2 BHK,2,2,125.7866,765.2271756
Super built-up  Area,18-Jun,MADIWALA,2 BHK,2,2,108.2285,485.0031394
Built-up  Area,Ready To Move,hejeb laayoun,3 Bedroom,3,1,111.48,808.3385657
Super built-up  Area,Ready To Move,jarzouna,3 BHK,2,1,161.646,1476.565113
Plot  Area,Ready To Move,jarzouna,9 Bedroom,9,,111.48,1993.901795
Super built-up  Area,20-Dec,mareth,2 BHK,2,1,91.5065,540.7246112
Plot  Area,18-Nov,rades,2 Bedroom,2,1,111.48,388.0025115
Plot  Area,Ready To Move,KATTIGENAHALLI,3 Bedroom,4,2,55.74,754.449328
Super built-up  Area,Ready To Move,DUDDANAHALLI,3 BHK,2,2,124.486,506.5588345
Super built-up  Area,20-Aug,sfax ouest,3 BHK,3,1,147.0607,1026.374422
Plot  Area,Ready To Move,"BEML LAYOUT, RAJARAJESHWARI NAGAR",4 Bedroom,5,,111.48,3502.800451
Plot  Area,Ready To Move,jbenyena,2 Bedroom,1,1,111.48,1940.012558
Super built-up  Area,22-Dec,aamra,2 BHK,2,0,104.28025,665.4243073
Super built-up  Area,17-Dec,bradeaa,3 BHK,3,2,146.1317,1077.784754
Super built-up  Area,18-Jan,hay gazela,2 BHK,2,2,113.9883,462.1541026
Super built-up  Area,Ready To Move,YEMLUR,2 BHK,2,1,112.409,646.6708526
Super built-up  Area,19-Feb,ghriba,3 BHK,3,3,153.285,1347.230943
Plot  Area,Ready To Move,ben arous,5 Bedroom,4,2,92.9,3233.354263
Super built-up  Area,Ready To Move,manzel hbib,3 BHK,2,2,137.9565,679.0043952
Super built-up  Area,Ready To Move,benzert nord,3 BHK,3,2,161.1815,1045.451212
Super built-up  Area,Ready To Move,sajnan,3 BHK,3,2,160.717,1886.12332
Super built-up  Area,Ready To Move,SECTOR 1 HSR LAYOUT,3 BHK,3,2,156.4436,926.8948887
Super built-up  Area,Ready To Move,SAI GARDENS,3 BHK,3,3,156.6294,829.8942608
Super built-up  Area,Ready To Move,BIKASIPURA,3 BHK,3,3,153.6566,883.7834985
Built-up  Area,Ready To Move,kasr hlel,3 BHK,3,3,148.64,1131.673992
Built-up  Area,Ready To Move,makther,2 BHK,2,1,102.19,430.036117
Super built-up  Area,Ready To Move,aamra,3 BHK,3,3,153.7495,1023.895517
Super built-up  Area,Ready To Move,ghar lmelh,3 BHK,3,3,170.007,1304.119553
Super built-up  Area,18-Apr,jarzouna,3 BHK,3,1,132.847,916.1170412
Super built-up  Area,Ready To Move,gaafour,3 BHK,4,3,184.7781,1670.566369
Super built-up  Area,Ready To Move,tela,2 BHK,2,2,96.9876,592.7816149
Super built-up  Area,Ready To Move,nfidha,3 BHK,3,2,132.4754,916.1170412
Super built-up  Area,Ready To Move,boumhal,2 BHK,2,2,103.5835,538.8923772
Super built-up  Area,Ready To Move,fousena,2 BHK,2,1,92.9,312.5575787
Plot  Area,18-Jan,nafta,2 Bedroom,2,0,70.0466,754.3415495
Built-up  Area,18-Dec,hammamet,2 BHK,2,1,105.906,356.3156398
Super built-up  Area,Ready To Move,jandouba nord,2 BHK,2,1,83.61,377.224664
Built-up  Area,Ready To Move,GULAKAMALE,2 BHK,2,3,111.48,538.8923772
Built-up  Area,Ready To Move,dahmeni,1 BHK,1,1,53.882,485.0031394
Plot  Area,Ready To Move,mednin sud,3 Bedroom,2,0,111.48,711.3379378
Super built-up  Area,18-Apr,dhahbya,2 BHK,2,1,95.687,542.7724023
Super built-up  Area,Ready To Move,sbikha,3 BHK,4,3,177.439,1616.677131
Super built-up  Area,Ready To Move,MAHALAKSHMI PURAM,3 BHK,3,3,181.155,1422.675876
Super built-up  Area,Ready To Move,hafouz,3 BHK,3,1,160.1596,1347.230943
Plot  Area,Ready To Move,KONANAKUNTE CROSS,3 Bedroom,2,2,111.48,1401.120181
Plot  Area,Ready To Move,fawar,2 Bedroom,2,0,122.0706,2425.015697
Built-up  Area,Ready To Move,kerouon sud,2 BHK,2,2,130.06,700.5600903
Super built-up  Area,Ready To Move,fahs,3 BHK,2,2,130.06,732.8936329
Super built-up  Area,Ready To Move,mahdia,2 BHK,2,2,103.5835,480.6920004
Built-up  Area,Ready To Move,tina,2 BHK,2,2,120.77,602.0505638
Built-up  Area,Ready To Move,ARISHINAKUNTE,4 Bedroom,4,1,222.96,1616.677131
Super built-up  Area,19-Jul,aamdoun,2 BHK,2,1,123.7428,1164.007535
Super built-up  Area,Ready To Move,zouhour,2 BHK,2,1,92.9,441.8917493
Plot  Area,18-Dec,hesi farid,3 Bedroom,3,2,111.48,730.199171
Built-up  Area,Ready To Move,hesi farid,4 BHK,4,,227.0476,1562.787894
Super built-up  Area,Ready To Move,l mida,2 BHK,2,1,99.403,517.3366821
Super built-up  Area,Ready To Move,tela,3 BHK,3,1,148.64,916.1170412
Super built-up  Area,Ready To Move,kalaa khasba,2 BHK,2,2,111.1084,624.5762651
Super built-up  Area,Ready To Move,l mida,2 BHK,2,1,95.2225,582.0037673
Super built-up  Area,Ready To Move,boumhal,3 BHK,3,2,113.338,603.5594624
Super built-up  Area,Ready To Move,tela,3 BHK,4,3,202.522,1940.012558
Super built-up  Area,Ready To Move,JAKKASANDRA,3 BHK,3,2,148.64,1099.340449
Built-up  Area,Ready To Move,hesi farid,2 BHK,2,1,117.983,1185.56323
Built-up  Area,Ready To Move,SHANTHALA NAGAR,3 BHK,4,,305.641,4957.80987
Super built-up  Area,22-May,aarousa,3 BHK,3,2,179.526463,1972.3461
Super built-up  Area,Ready To Move,rouhya,3 BHK,3,2,193.7894,1724.455607
Super built-up  Area,19-Dec,sabela,2 BHK,2,1,108.2285,554.1969207
Super built-up  Area,Ready To Move,kalaa khasba,3 BHK,3,1,121.699,681.6988571
Super built-up  Area,Ready To Move,fawar,2 BHK,2,2,133.776,1778.344845
Super built-up  Area,Ready To Move,dar chaaben fehri,3 BHK,3,2,176.51,916.1170412
Built-up  Area,Ready To Move,rades,2 BHK,1,1,68.746,237.1126459
Super built-up  Area,Ready To Move,douar hicher,3 BHK,3,3,232.5287,1487.342961
Super built-up  Area,Ready To Move,manzah6,2 BHK,2,2,99.8675,646.6708526
Super built-up  Area,18-Aug,sfax lemdina,2 BHK,2,2,117.054,899.9502698
Super built-up  Area,Ready To Move,fousena,3 BHK,2,1,119.0978,525.0967323
Built-up  Area,Ready To Move,twirf,4 Bedroom,2,1,102.19,646.6708526
Super built-up  Area,Ready To Move,kasr hlel,3 BHK,3,3,159.5093,1347.230943
Super built-up  Area,18-May,CHELLIKERE,2 BHK,2,2,101.0752,495.780987
Super built-up  Area,Ready To Move,manzel hbib,3 BHK,2,1,124.0215,603.5594624
Super built-up  Area,Ready To Move,mnihla,2 BHK,2,1,111.48,452.6695968
Super built-up  Area,Ready To Move,korba,3 BHK,2,2,123.0925,646.6708526
Super built-up  Area,Ready To Move,seliena nord,2 BHK,2,1,107.4853,786.7828706
Super built-up  Area,21-Dec,makther,4 BHK,,,212.0907,1304.119553
Super built-up  Area,Ready To Move,kasserine sud,2 BHK,2,1,111.48,582.0037673
Super built-up  Area,Ready To Move,kabes sud,3 BHK,2,2,140.279,700.5600903
Super built-up  Area,Ready To Move,rouad,2 BHK,2,2,97.545,582.0037673
Super built-up  Area,Ready To Move,CHIKKADUNNASANDRA,2 BHK,2,2,111.48,485.0031394
Super built-up  Area,18-May,ariana lemdina,3 BHK,3,1,140.8364,1584.343589
Plot  Area,Ready To Move,seliena sud,6 Bedroom,6,2,222.96,5119.477583
Super built-up  Area,18-Dec,madina l jadida,2 BHK,2,1,97.545,478.6442094
Plot  Area,Ready To Move,ghazela,2 Bedroom,2,0,92.9,711.3379378
Super built-up  Area,18-Mar,kram,2 BHK,2,2,97.545,377.224664
Plot  Area,Ready To Move,seliena nord,4 Bedroom,5,,55.74,1185.56323
Super built-up  Area,Ready To Move,kalaa soghra,2 BHK,2,1,110.9226,700.5600903
Plot  Area,Ready To Move,beb swika,4 Bedroom,3,2,55.74,668.2265477
Super built-up  Area,Ready To Move,mornagya,2 BHK,2,3,112.409,743.6714805
Super built-up  Area,Ready To Move,hesi farid,3 BHK,3,1,154.214,1185.56323
Super built-up  Area,Ready To Move,dahmeni,2 BHK,2,3,130.989,1347.230943
Super built-up  Area,18-Jun,dar chaaben fehri,2 BHK,2,1,121.2345,722.1157854
Built-up  Area,Ready To Move,KAVIKA LAYOUT,6 BHK,6,2,167.22,1088.562602
Built-up  Area,Ready To Move,aamra,2 BHK,2,3,112.0374,571.2259198
Super built-up  Area,Ready To Move,beja sud,2 BHK,2,1,82.0307,528.1145296
Super built-up  Area,Ready To Move,aamra,2 BHK,2,2,106.835,592.7816149
Carpet  Area,Ready To Move,DINNUR,2 BHK,2,,102.19,700.5600903
Super built-up  Area,Ready To Move,akouda,2 BHK,2,1,115.6605,1347.230943
Built-up  Area,Ready To Move,hamem lanf,3 BHK,3,3,171.865,1185.56323
Built-up  Area,18-Mar,manzel bourguiba,4 Bedroom,4,1,314.4665,2371.126459
Super built-up  Area,Ready To Move,ben guerden,4 BHK,3,2,199.735,916.1170412
Super built-up  Area,Ready To Move,jarzouna,3 BHK,3,1,361.8455,4203.360542
Super built-up  Area,17-Sep,LINGARAJAPURAM,2 BHK,2,2,96.1515,592.7816149
